"","id","gene","flag","first_pos","second_pos","length","quality","essentiel","init"
"3831","ECK1954-JW5832","yedQ",99,2019825,2021496,1671,"50M","False","r"
"3833","ECK1955-JW1940","yodC",99,2021690,2021849,159,"50M","False","r"
"3835","ECK1956-JW1941","yedI",99,2021951,2022845,894,"50M","False","r"
"3837","ECK1957-JW1942","yedA",99,2023023,2023920,897,"50M","False","f"
"3839","ECK1958-JW1943","vsr",99,2023950,2024397,447,"50M","False","r"
"3841","ECK1959-JW1944","dcm",99,2024401,2025796,1395,"50M","False","r"
"3843","ECK1960-JW1945","yedJ",99,2025886,2026558,672,"50M","False","r"
"3845","ECK1961-JW1946","yedR",99,2026621,2026963,342,"50M","False","r"
"3847","ECK1962-JW5319","yedS",99,2027535,2027997,462,"50M","False","f"
"3849","ECK1962-JW1948","yedS",99,2028030,2028216,186,"50M","False","f"
"3851","ECK1962-JW1949","yedS",99,2028323,2028704,381,"50M","False","f"
"3853","none-JW5320","none",99,2028746,2028890,144,"50M","False","r"
"3855","none-JW5321","none",99,2028954,2029167,213,"50M","False","r"
"3857","ECK1963-JW1950","hchA",99,2029319,2030147,828,"50M","False","f"
"3859","ECK1964-JW1951","yedV",99,2030296,2031631,1335,"50M","False","r"
"3861","ECK1965-JW5322","yedW",99,2031654,2032413,759,"50M","False","r"
"3863","ECK1966-JW1953","yedX",99,2032440,2032830,390,"50M","False","f"
"3865","ECK1967-JW1954","yedY",99,2032962,2033943,981,"50M","False","f"
"3867","ECK1968-JW1955","yedZ",99,2033967,2034579,612,"50M","False","f"
"3869","ECK1969-JW1956","yodA",99,2034859,2035486,627,"50M","False","f"
"3871","ECK1970-JW5323","yodB",99,2035828,2036359,531,"50M","False","f"
"3873","ECK1972-JW1958","yeeI",99,2037135,2037909,774,"50M","False","f"
"3875","ECK1974-JW5833","yeeJ",97,2038395,2045475,7080,"50M","False","f"
"3877","ECK1975-JW5325","yeeL",99,2045778,2046081,303,"50M","False","r"
"3879","ECK1975-JW1961","yeeL",99,2046126,2046807,681,"50M","False","r"
"3881","ECK1976-JW1962","shiA",99,2047127,2048420,1293,"50M","False","f"
"3883","ECK1977-JW1963","amn",99,2048545,2049976,1431,"50M","False","f"
"3885","ECK1978-JW1964","yeeN",99,2050342,2051035,693,"50M","False","f"
"3887","ECK1980-JW1965","yeeO",99,2051705,2053325,1620,"50M","False","r"
"3889","ECK1982-JW1966","cbl",99,2053466,2054393,927,"50M","False","r"
"3891","ECK1983-JW1967","nac",99,2054518,2055412,894,"50M","False","r"
"3893","ECK1985-JW1968","erfK",99,2055893,2056802,909,"50M","False","r"
"3895","ECK1986-JW1969","cobT",99,2056890,2057946,1056,"50M","False","r"
"3897","ECK1987-JW1970","cobS",99,2057981,2058701,720,"50M","False","r"
"3899","ECK1988-JW1971","cobU",99,2058721,2059243,522,"50M","False","r"
"3901","ECK1989-JW5326","yoeA",99,2062107,2062488,381,"50M","False","f"
"3903","ECK1990-JW1980","yoeE",99,2063728,2063965,237,"50M","False","f"
"3905","ECK1991-JW5327","yeeP",99,2064270,2064672,402,"50M","False","f"
"3907","ECK1993-JW1982","flu",99,2065023,2068118,3095,"50M","False","f"
"3909","ECK1994-JW1983","yeeR",99,2068263,2069772,1509,"50M","False","f"
"3911","ECK1995-JW1984","yeeS",99,2069792,2070215,423,"50M","False","f"
"3913","ECK1996-JW1985","yeeT",99,2070301,2070499,198,"50M","False","f"
"3915","ECK1997-JW1986","yeeU",99,2070596,2070941,345,"50M","False","f"
"3917","ECK1998-JW1987","yeeV",99,2071053,2071404,351,"50M","False","f"
"3919","ECK1999-JW1988","yeeW",99,2071424,2071595,171,"50M","False","f"
"3921","ECK2000-JW5328","yoeF",99,2072059,2072392,333,"50M","False","f"
"3923","ECK2001-JW1989","yeeX",99,2072534,2072906,372,"50M","False","r"
"3925","ECK2002-JW1990","yeeA",99,2073035,2074070,1035,"50M","False","r"
"3927","ECK2003-JW1991","sbmC",99,2074291,2074741,450,"50M","False","r"
"3929","ECK2004-JW5329","dacD",99,2074883,2076032,1149,"50M","False","r"
"3931","ECK2005-JW1993","sbcB",99,2076240,2077644,1404,"50M","False","f"
"3933","ECK2006-JW1994","yeeD",99,2077728,2077932,204,"50M","False","r"
"3935","ECK2007-JW1995","yeeE",99,2077969,2079004,1035,"50M","False","r"
"3937","ECK2008-JW5330","yeeF",99,2079206,2080541,1335,"50M","False","r"
"3939","ECK2009-JW5834","yeeY",99,2080831,2081758,927,"50M","False","r"
"3941","ECK2010-JW1998","yeeZ",99,2081806,2082607,801,"50M","False","r"
"3943","ECK2011-JW5331","yoeB",99,2082713,2082944,231,"50M","False","r"
"3945","ECK2012-JW5835","yefM",99,2082964,2083192,228,"50M","False","r"
"3947","ECK2013-JW2000","hisL",99,2083480,2083507,27,"50M","False","f"
"3949","ECK2014-JW2001","hisG",99,2083676,2084552,876,"50M","False","f"
"3951","ECK2015-JW2002","hisD",99,2084581,2085862,1281,"50M","False","f"
"3953","ECK2016-JW2003","hisC",99,2085882,2086929,1047,"50M","False","f"
"3955","ECK2017-JW2004","hisB",99,2086952,2087996,1044,"50M","False","f"
"3957","ECK2018-JW2005","hisH",99,2088019,2088586,567,"50M","False","f"
"3959","ECK2019-JW2006","hisA",99,2088609,2089323,714,"50M","False","f"
"3961","ECK2020-JW2007","hisF",99,2089328,2090081,753,"50M","False","f"
"3963","ECK2021-JW2008","hisI",99,2090098,2090686,588,"50M","False","f"
"3965","ECK2022-JW5836","cld",99,2090823,2091783,960,"50M","False","r"
"3967","ECK2023-JW2010","ugd",99,2091949,2093092,1143,"50M","False","r"
"3969","ECK2024-JW2011","gnd",99,2093364,2094747,1383,"50M","False","r"
"3971","ECK2025-JW2012","wbbL",99,2094898,2095156,258,"50M","False","r"
"3973","ECK2025-JW2016","wbbL",99,2096418,2096868,450,"50M","False","r"
"3975","ECK2026-JW2017","wbbK",99,2096893,2097988,1095,"50M","False","r"
"3977","ECK2027-JW2018","wbbJ",99,2097996,2098563,567,"50M","False","r"
"3979","ECK2028-JW2019","wbbI",99,2098567,2099536,969,"50M","False","r"
"3981","ECK2029-JW2020","wbbH",99,2099562,2100705,1143,"50M","False","r"
"3983","ECK2030-JW2021","glf",99,2100728,2101808,1080,"50M","False","r"
"3985","ECK2031-JW2022","rfbX",99,2101839,2103063,1224,"50M","False","r"
"3987","ECK2032-JW2023","rfbC",99,2103083,2103617,534,"50M","False","r"
"3989","ECK2033-JW2024","rfbA",99,2103640,2104498,858,"50M","False","r"
"3991","ECK2034-JW2025","rfbD",99,2104579,2105455,876,"50M","False","r"
"3993","ECK2035-JW2026","rfbB",99,2105478,2106540,1062,"50M","False","r"
"3995","ECK2036-JW2027","galF",99,2106936,2107806,870,"50M","False","r"
"3997","ECK2037-JW2028","wcaM",99,2108004,2109375,1371,"50M","False","r"
"3999","ECK2038-JW2029","wcaL",99,2109409,2110606,1197,"50M","False","r"
"4001","ECK2039-JW2030","wcaK",99,2110626,2111883,1257,"50M","False","r"
"4003","ECK2040-JW2031","wzxC",99,2112182,2113637,1455,"50M","False","r"
"4005","ECK2041-JW2032","wcaJ",99,2113662,2115033,1371,"50M","False","r"
"4007","ECK2042-JW2033","cpsG",99,2115111,2116458,1347,"50M","False","r"
"4009","ECK2043-JW2034","cpsB",99,2116586,2117999,1413,"50M","False","r"
"4011","ECK2044-JW2035","wcaI",99,2118025,2119225,1200,"50M","False","r"
"4013","ECK2045-JW5335","nudD",99,2119245,2119704,459,"50M","False","r"
"4015","ECK2046-JW2037","fcl",99,2119727,2120669,942,"50M","False","r"
"4017","ECK2047-JW2038","gmd",99,2120695,2121793,1098,"50M","False","r"
"4019","ECK2048-JW2039","wcaF",99,2121842,2122367,525,"50M","False","r"
"4021","ECK2049-JW2040","wcaE",99,2122406,2123129,723,"50M","False","r"
"4023","ECK2050-JW2041","wcaD",99,2123163,2124357,1194,"50M","False","r"
"4025","ECK2051-JW2042","wcaC",99,2124355,2125549,1194,"50M","False","r"
"4027","ECK2052-JW2043","wcaB",99,2125569,2126034,465,"50M","False","r"
"4029","ECK2053-JW2044","wcaA",99,2126060,2126876,816,"50M","False","r"
"4031","ECK2054-JW2045","wzc",99,2126992,2129131,2139,"50M","False","r"
"4033","ECK2055-JW2046","wzb",99,2129157,2129577,420,"50M","False","r"
"4035","ECK2056-JW2047","wza",99,2129606,2130722,1116,"50M","False","r"
"4037","ECK2057-JW5336","yegH",99,2131347,2132946,1599,"50M","False","f"
"4039","ECK2058-JW2049","asmA",99,2133261,2135091,1830,"50M","False","r"
"4041","ECK2059-JW2050","dcd",99,2135136,2135694,558,"50M","False","r"
"4043","ECK2060-JW2051","udk",99,2135809,2136427,618,"50M","False","r"
"4045","ECK2061-JW2052","yegE",99,2136750,2140044,3294,"50M","False","f"
"4047","ECK2062-JW2053","alkA",99,2140194,2141019,825,"50M","False","r"
"4049","ECK2063-JW2054","yegD",99,2141158,2142487,1329,"50M","False","f"
"4051","ECK2064-JW2055","yegI",99,2142541,2144464,1923,"50M","False","r"
"4053","ECK2065-JW2056","yegJ",99,2144669,2145107,438,"50M","False","f"
"4055","ECK2066-JW2057","yegK",99,2145213,2145951,738,"50M","False","r"
"4057","ECK2067-JW2058","yegL",99,2145971,2146607,636,"50M","False","r"
"4059","none-JW5337","none",99,2147184,2147307,123,"50M","False","f"
"4061","ECK2070-JW5338","mdtA",99,2147380,2148724,1344,"50M","False","f"
"4063","ECK2071-JW2060","mdtB",99,2148747,2151846,3099,"50M","False","f"
"4065","ECK2072-JW2061","mdtC",99,2151870,2154924,3054,"50M","False","f"
"4067","ECK2073-JW2062","mdtD",99,2154948,2156340,1392,"50M","False","f"
"4069","ECK2074-JW2063","baeS",99,2156360,2157740,1380,"50M","False","f"
"4071","ECK2075-JW2064","baeR",99,2157760,2158459,699,"50M","False","f"
"4073","ECK2076-JW5339","yegP",99,2158634,2158982,348,"50M","False","f"
"4075","ECK2077-JW2066","yegQ",99,2159152,2160490,1338,"50M","False","f"
"4077","ECK2079-JW2067","ogrK",99,2160804,2160999,195,"50M","False","r"
"4079","ECK2081-JW5837","yegR",99,2161491,2161845,354,"50M","False","r"
"4081","ECK2082-JW2070","yegS",99,2162196,2163072,876,"50M","False","f"
"4083","ECK2083-JW5340","gatR",99,2163195,2163645,450,"50M","False","r"
"4085","ECK2083-JW2074","gatR",99,2164897,2165212,315,"50M","False","r"
"4087","ECK2084-JW2075","gatD",99,2165335,2166352,1017,"50M","False","r"
"4089","ECK2085-JW2076","gatC",99,2166423,2167755,1332,"50M","False","r"
"4091","ECK2086-JW2077","gatB",99,2167782,2168043,261,"50M","False","r"
"4097","ECK2088-JW2082","gatZ",99,2168559,2169798,1239,"50M","False","r"
"4099","ECK2089-JW5343","gatY",99,2169850,2170681,831,"50M","False","r"
"4101","ECK2090-JW5344","fbaB",99,2171012,2172113,1101,"50M","False","r"
"4103","ECK2091-JW2085","yegT",99,2172303,2173557,1254,"50M","False","f"
"4105","ECK2092-JW2086","yegU",99,2173577,2174558,981,"50M","False","f"
"4107","ECK2093-JW2087","yegV",99,2174578,2175520,942,"50M","False","f"
"4109","ECK2094-JW2088","yegW",99,2175535,2176258,723,"50M","False","r"
"4111","ECK2095-JW5345","yegX",99,2176333,2177137,804,"50M","False","r"
"4113","ECK2096-JW2090","thiD",99,2177216,2177993,777,"50M","False","r"
"4115","ECK2097-JW2091","thiM",99,2178013,2178778,765,"50M","False","r"
"4117","ECK2098-JW2092","yohL",99,2179024,2179273,249,"50M","False","r"
"4119","ECK2099-JW2093","yohM",99,2179399,2180200,801,"50M","False","f"
"4121","ECK2100-JW5346","yohN",99,2180262,2180757,495,"50M","False","f"
"4123","ECK2101-JW2095","yehA",99,2180880,2181891,1011,"50M","False","r"
"4125","ECK2102-JW2096","yehB",99,2181930,2184387,2457,"50M","False","r"
"4127","ECK2103-JW2097","yehC",99,2184426,2185122,696,"50M","False","r"
"4129","ECK2104-JW2098","yehD",99,2185180,2185699,519,"50M","False","r"
"4131","ECK2105-JW2099","yehE",99,2186015,2186273,258,"50M","False","r"
"4133","ECK2106-JW2100","mrp",99,2186559,2187645,1086,"50M","False","r"
"4135","ECK2107-JW2101","metG",99,2187782,2189792,2010,"50M","False","f"
"4137","ECK2108-JW2102","molR",99,2189956,2190757,801,"50M","False","f"
"4139","ECK2108-JW5915","molR",99,2190985,2192806,1821,"50M","False","f"
"4141","ECK2108-JW5916","molR",99,2193059,2193728,669,"50M","False","f"
"4143","ECK2109-JW2105","yehI",97,2193761,2197370,3609,"50M","False","f"
"4145","ECK2110-JW2106","yehK",99,2197454,2197748,294,"50M","False","f"
"4147","ECK2111-JW5349","yehL",99,2198012,2199143,1131,"50M","False","f"
"4149","ECK2112-JW2108","yehM",99,2199177,2201433,2256,"50M","False","f"
"4151","ECK2113-JW5350","yehP",99,2201221,2202562,1341,"50M","False","f"
"4153","ECK2114-JW2110","yehQ",99,2202582,2204403,1821,"50M","False","f"
"4155","ECK2115-JW5351","yehR",99,2204695,2205145,450,"50M","False","f"
"4157","ECK2116-JW2112","yehS",99,2205226,2205673,447,"50M","False","r"
"4159","ECK2117-JW5352","yehT",99,2205743,2206454,711,"50M","False","r"
"4161","ECK2118-JW5353","yehU",99,2206459,2208136,1677,"50M","False","r"
"4163","ECK2119-JW2115","mlrA",99,2208348,2209056,708,"50M","False","f"
"4165","ECK2120-JW5354","yohO",99,2209139,2209223,84,"50M","False","f"
"4167","ECK2121-JW2116","yehW",99,2209245,2209953,708,"50M","False","r"
"4169","ECK2122-JW2117","yehX",99,2209981,2210884,903,"50M","False","r"
"4171","ECK2123-JW2118","yehY",99,2210900,2212034,1134,"50M","False","r"
"4173","ECK2124-JW2119","yehZ",99,2212064,2212958,894,"50M","False","r"
"4175","ECK2125-JW2120","bglX",99,2213192,2215466,2274,"50M","False","r"
"4177","ECK2126-JW2121","dld",99,2215667,2217359,1692,"50M","False","f"
"4179","ECK2127-JW5355","pbpG",99,2217438,2218347,909,"50M","False","r"
"4181","ECK2128-JW5356","yohC",99,2218544,2219132,588,"50M","False","r"
"4183","ECK2129-JW2124","yohD",99,2219283,2219838,555,"50M","False","f"
"4185","none-JW5357","none",99,2219870,2219972,102,"50M","False","r"
"4187","ECK2130-JW2125","yohF",99,2220009,2220747,738,"50M","False","r"
"4189","ECK2131-JW5838","yohG",99,2220823,2221996,1173,"50M","False","r"
"4191","ECK2132-JW5358","yohH",99,2222049,2222316,267,"50M","False","r"
"4193","ECK2133-JW2128","dusC",99,2222938,2223862,924,"50M","False","r"
"4195","ECK2134-JW2129","yohJ",99,2224106,2224481,375,"50M","False","f"
"4197","ECK2135-JW2130","yohK",99,2224501,2225173,672,"50M","False","f"
"4199","ECK2136-JW2131","cdd",99,2225326,2226187,861,"50M","False","f"
"4201","ECK2137-JW2132","sanA",99,2226360,2227056,696,"50M","False","f"
"4203","ECK2138-JW5359","yeiS",99,2227082,2227298,216,"50M","False","f"
"4205","ECK2139-JW2133","yeiT",99,2227515,2228730,1215,"50M","False","f"
"4207","ECK2140-JW2134","yeiA",99,2228747,2229959,1212,"50M","False","f"
"4209","ECK2141-JW2135","mglC",99,2230243,2231230,987,"50M","False","r"
"4211","ECK2142-JW2136","mglA",99,2231269,2232766,1497,"50M","False","r"
"4213","ECK2143-JW2137","mglB",99,2232850,2233825,975,"50M","False","r"
"4215","ECK2144-JW2138","galS",99,2234128,2235145,1017,"50M","False","r"
"4217","ECK2145-JW2139","yeiB",99,2235310,2236444,1134,"50M","False","r"
"4219","none-JW5360","none",99,2236480,2236561,81,"50M","False","r"
"4221","ECK2146-JW2140","folE",99,2236484,2237129,645,"50M","False","r"
"4223","ECK2147-JW2141","yeiG",99,2237392,2238205,813,"50M","False","f"
"4225","ECK2148-JW2142","cirA",99,2238278,2240246,1968,"50M","False","r"
"4227","ECK2149-JW2143","lysP",99,2240563,2242009,1446,"50M","False","r"
"4229","ECK2150-JW2144","yeiE",99,2242237,2243095,858,"50M","False","r"
"4231","ECK2151-JW2145","yeiH",99,2243199,2244225,1026,"50M","False","f"
"4233","ECK2152-JW2146","nfo",99,2244322,2245156,834,"50M","False","f"
"4235","ECK2153-JW2147","yeiI",99,2245182,2246247,1065,"50M","False","f"
"4237","ECK2154-JW2148","yeiJ",99,2246395,2247622,1227,"50M","False","r"
"4239","ECK2155-JW2149","rihB",99,2247745,2248663,918,"50M","False","r"
"4241","ECK2156-JW2150","yeiL",99,2248837,2249473,636,"50M","False","f"
"4243","ECK2157-JW2151","yeiM",99,2249585,2250812,1227,"50M","False","r"
"4245","ECK2158-JW2152","yeiN",99,2250929,2251844,915,"50M","False","r"
"4247","ECK2159-JW2153","yeiC",99,2251855,2252773,918,"50M","False","r"
"4249","ECK2160-JW2154","fruA",99,2253219,2254887,1668,"50M","False","r"
"4251","ECK2161-JW2155","fruK",99,2254927,2255842,915,"50M","False","r"
"4253","ECK2162-JW2156","fruB",99,2255865,2256972,1107,"50M","False","r"
"4255","ECK2163-JW2157","setB",99,2257345,2258503,1158,"50M","False","f"
"4257","ECK2164-JW5361","yeiW",99,2258541,2258904,363,"50M","False","r"
"4259","ECK2165-JW5362","yeiP",99,2258932,2259481,549,"50M","False","f"
"4261","ECK2166-JW2160","yeiQ",99,2259727,2261170,1443,"50M","False","f"
"4263","ECK2167-JW2161","yeiR",99,2261311,2262274,963,"50M","False","f"
"4265","ECK2168-JW2162","yeiU",99,2262336,2263026,690,"50M","False","f"
"4267","ECK2169-JW2163","spr",99,2263461,2264004,543,"50M","False","f"
"4269","ECK2170-JW2164","rtn",99,2264208,2265741,1533,"50M","False","f"
"4271","ECK2171-JW2165","yejA",99,2265846,2267637,1791,"50M","False","f"
"4273","ECK2172-JW2166","yejB",99,2267661,2268732,1071,"50M","False","f"
"4275","ECK2173-JW2167","yejE",99,2268755,2269757,1002,"50M","False","f"
"4277","ECK2174-JW2168","yejF",99,2269782,2271348,1566,"50M","False","f"
"4279","ECK2175-JW2169","yejG",99,2271393,2271714,321,"50M","False","r"
"4281","ECK2176-JW5363","bcr",99,2272070,2273237,1167,"50M","False","r"
"4283","ECK2177-JW2171","rsuA",99,2273288,2273960,672,"50M","False","r"
"4285","ECK2178-JW2172","yejH",99,2274114,2275851,1737,"50M","False","f"
"4287","ECK2179-JW2173","rplY",99,2275999,2276260,261,"50M","False","f"
"4289","ECK2180-JW2174","yejK",99,2276440,2277424,984,"50M","False","r"
"4291","ECK2181-JW2175","yejL",99,2277611,2277815,204,"50M","False","f"
"4293","ECK2182-JW2176","yejM",99,2277858,2279595,1737,"50M","False","f"
"4295","ECK2184-JW5839","yejO",99,2279890,2282089,2199,"50M","False","r"
"4297","ECK2185-JW2181","narP",99,2283982,2284606,624,"50M","False","f"
"4299","ECK2186-JW2182","ccmH",99,2284858,2285887,1029,"50M","False","r"
"4301","ECK2187-JW2183","ccmG",99,2285907,2286441,534,"50M","False","r"
"4303","ECK2188-JW2184","ccmF",99,2286461,2288381,1920,"50M","False","r"
"4305","ECK2189-JW2185","ccmE",99,2288401,2288857,456,"50M","False","r"
"4307","ECK2190-JW2186","ccmD",99,2288877,2289063,186,"50M","False","r"
"4309","ECK2191-JW2187","ccmC",99,2289083,2289797,714,"50M","False","r"
"4311","ECK2192-JW2188","ccmB",99,2289862,2290501,639,"50M","False","r"
"4313","ECK2193-JW5366","ccmA",99,2290521,2291121,600,"50M","False","r"
"4315","ECK2194-JW2190","napC",99,2291157,2291736,579,"50M","False","r"
"4317","ECK2195-JW5367","napB",99,2291769,2292195,426,"50M","False","r"
"4319","ECK2196-JW2192","napH",99,2292215,2293055,840,"50M","False","r"
"4321","ECK2197-JW2193","napG",99,2293065,2293737,672,"50M","False","r"
"4323","ECK2198-JW2194","napA",99,2293767,2296230,2463,"50M","False","r"
"4325","ECK2199-JW2195","napD",99,2296250,2296490,240,"50M","False","r"
"4327","ECK2200-JW2196","napF",99,2296503,2296974,471,"50M","False","r"
"4329","ECK2201-JW2197","eco",99,2297387,2297852,465,"50M","False","f"
"4331","ECK2202-JW2198","mqo",99,2298608,2300231,1623,"50M","False","r"
"4333","ECK2203-JW2199","yojI",99,2300472,2302092,1620,"50M","False","r"
"4335","ECK2204-JW2200","alkB",99,2302191,2302818,627,"50M","False","r"
"4337","ECK2205-JW2201","ada",99,2302841,2303882,1041,"50M","False","r"
"4339","ECK2206-JW5368","yojL",99,2303979,2305011,1032,"50M","False","r"
"4341","ECK2207-JW2203","ompC",99,2305146,2306226,1080,"50M","False","r"
"4343","ECK2209-JW2204","rcsD",99,2306970,2309619,2649,"50M","False","f"
"4345","ECK2210-JW2205","rcsB",99,2309659,2310286,627,"50M","False","f"
"4347","ECK2211-JW5917","rcsC",99,2310527,2310881,354,"50M","False","r"
"4353","ECK2212-JW2213","atoS",99,2313525,2315328,1803,"50M","False","f"
"4355","ECK2213-JW2214","atoC",99,2315348,2316710,1362,"50M","False","f"
"4357","ECK2214-JW2215","atoD",99,2316929,2317568,639,"50M","False","f"
"4359","ECK2215-JW2216","atoA",99,2317591,2318218,627,"50M","False","f"
"4361","ECK2216-JW2217","atoE",99,2318238,2319537,1299,"50M","False","f"
"4363","ECK2217-JW2218","atoB",99,2319591,2320752,1161,"50M","False","f"
"4365","ECK2218-JW2219","yfaP",99,2320867,2321620,753,"50M","False","r"
"4367","ECK2219-JW2220","yfaQ",99,2321648,2323274,1626,"50M","False","r"
"4369","ECK2220-JW2221","yfaS",99,2323298,2323760,462,"50M","False","r"
"4371","ECK2220-JW2222","yfaS",97,2323799,2327879,4080,"50M","False","r"
"4373","ECK2221-JW2223","yfaT",99,2327836,2328436,600,"50M","False","r"
"4375","ECK2222-JW2224","yfaA",99,2328456,2330121,1665,"50M","False","r"
"4377","ECK2223-JW2225","gyrA",99,2330293,2332897,2604,"50M","False","r"
"4379","ECK2224-JW2226","ubiG",99,2333049,2333748,699,"50M","False","f"
"4381","ECK2225-JW2227","yfaL",97,2333917,2337646,3729,"50M","False","r"
"4383","ECK2226-JW2228","nrdA",99,2338347,2340609,2262,"50M","False","f"
"4385","ECK2227-JW2229","nrdB",99,2340866,2341973,1107,"50M","False","f"
"4387","ECK2228-JW2230","yfaE",99,2341996,2342227,231,"50M","False","f"
"4389","ECK2229-JW2231","inaA",99,2342322,2342949,627,"50M","False","r"
"4391","ECK2230-JW2232","yfaH",99,2343169,2343352,183,"50M","False","f"
"4393","ECK2231-JW2233","glpQ",99,2343435,2344488,1053,"50M","False","r"
"4395","ECK2232-JW2234","glpT",99,2344516,2345851,1335,"50M","False","r"
"4397","ECK2233-JW2235","glpA",99,2346129,2347734,1605,"50M","False","f"
"4399","ECK2234-JW2236","glpB",99,2347747,2348983,1236,"50M","False","f"
"4401","ECK2235-JW2237","glpC",99,2349003,2350170,1167,"50M","False","f"
"4403","ECK2236-JW2238","yfaD",99,2350386,2351262,876,"50M","False","f"
"4405","ECK2237-JW5964","ypaA",99,2351298,2351460,162,"50M","False","f"
"4407","ECK2238-JW2239","yfaU",99,2351542,2352322,780,"50M","False","r"
"4409","ECK2239-JW2240","yfaV",99,2352363,2353629,1266,"50M","False","r"
"4411","ECK2240-JW2241","yfaW",99,2353709,2354903,1194,"50M","False","r"
"4413","ECK2241-JW2242","yfaX",99,2354929,2355688,759,"50M","False","r"
"4415","ECK2242-JW2243","yfaY",99,2355931,2357110,1179,"50M","False","r"
"4417","ECK2243-JW5371","yfaZ",99,2357233,2357719,486,"50M","False","r"
"4419","ECK2244-JW2245","yfaO",99,2358036,2358438,402,"50M","False","f"
"4421","ECK2245-JW2246","ais",99,2358518,2359097,579,"50M","False","r"
"4423","ECK2246-JW5372","yfbE",99,2359377,2360526,1149,"50M","False","f"
"4425","ECK2247-JW2248","yfbF",99,2360553,2361498,945,"50M","False","f"
"4427","ECK2248-JW2249","yfbG",99,2361521,2363480,1959,"50M","False","f"
"4429","ECK2249-JW2250","yfbH",99,2363500,2364367,867,"50M","False","f"
"4431","ECK2250-JW2251","arnT",99,2364390,2366019,1629,"50M","False","f"
"4433","ECK2251-JW2252","yfbW",99,2366039,2366351,312,"50M","False","f"
"4435","ECK2252-JW5373","yfbJ",99,2366092,2366737,645,"50M","False","f"
"4437","ECK2253-JW2254","pmrD",99,2366772,2367015,243,"50M","False","r"
"4439","ECK2254-JW2255","menE",99,2367148,2368480,1332,"50M","False","r"
"4441","ECK2255-JW2256","menC",99,2368500,2369439,939,"50M","False","r"
"4443","ECK2256-JW2257","menB",99,2369462,2370296,834,"50M","False","r"
"4445","ECK2257-JW2258","yfbB",99,2370334,2371069,735,"50M","False","r"
"4447","ECK2258-JW5374","menD",99,2371089,2372736,1647,"50M","False","r"
"4449","ECK2259-JW2260","menF",99,2372848,2374120,1272,"50M","False","r"
"4451","ECK2260-JW2261","elaB",99,2374222,2374504,282,"50M","False","r"
"4453","ECK2261-JW2262","elaA",99,2374582,2375020,438,"50M","False","r"
"4455","ECK2262-JW2263","elaC",99,2375090,2375984,894,"50M","False","f"
"4457","ECK2263-JW5840","elaD",99,2376195,2377383,1188,"50M","False","f"
"4459","ECK2264-JW2265","yfbK",99,2377495,2379199,1704,"50M","False","r"
"4461","ECK2265-JW2266","yfbL",99,2379342,2380290,948,"50M","False","f"
"4463","ECK2266-JW2267","yfbM",99,2380416,2380896,480,"50M","False","f"
"4465","ECK2267-JW2268","yfbN",99,2381210,2381903,693,"50M","False","r"
"4467","ECK2268-JW2269","yfbO",99,2382063,2382516,453,"50M","False","f"
"4469","ECK2269-JW2270","yfbP",99,2382595,2383423,828,"50M","False","f"
"4471","ECK2270-JW2271","nuoN",99,2383548,2384802,1254,"50M","False","r"
"4473","ECK2271-JW2272","nuoM",99,2385012,2386518,1506,"50M","False","r"
"4475","ECK2272-JW2273","nuoL",99,2386705,2388523,1818,"50M","False","r"
"4477","ECK2273-JW2274","nuoK",99,2388543,2388822,279,"50M","False","r"
"4479","ECK2274-JW2275","nuoJ",99,2388842,2389373,531,"50M","False","r"
"4481","ECK2275-JW2276","nuoI",99,2389408,2389927,519,"50M","False","r"
"4483","ECK2276-JW2277","nuoH",99,2389965,2390919,954,"50M","False","r"
"4485","ECK2277-JW2278","nuoG",99,2390939,2393648,2709,"50M","False","r"
"4487","ECK2278-JW2279","nuoF",99,2393718,2395032,1314,"50M","False","r"
"4489","ECK2279-JW2280","nuoE",99,2395052,2395529,477,"50M","False","r"
"4491","ECK2280-JW5375","nuoC",99,2395555,2397334,1779,"50M","False","r"
"4493","ECK2281-JW5875","nuoB",99,2397451,2398090,639,"50M","False","r"
"4495","ECK2282-JW2283","nuoA",99,2398129,2398549,420,"50M","False","r"
"4497","ECK2283-JW2284","lrhA",99,2399203,2400118,915,"50M","False","r"
"4499","ECK2284-JW2287","yfbQ",99,2401043,2402237,1194,"50M","False","f"
"4501","ECK2285-JW2288","yfbR",99,2402344,2402920,576,"50M","False","f"
"4503","ECK2286-JW2289","yfbS",99,2403020,2404829,1809,"50M","False","r"
"4505","ECK2287-JW5376","yfbT",99,2404939,2405584,645,"50M","False","r"
"4507","ECK2288-JW2291","yfbU",99,2405600,2406071,471,"50M","False","r"
"4509","ECK2289-JW2292","yfbV",99,2406177,2406609,432,"50M","False","r"
"4511","ECK2290-JW2293","ackA",99,2406952,2408131,1179,"50M","False","f"
"4513","ECK2291-JW2294","pta",99,2408229,2410350,2121,"50M","False","f"
"4515","ECK2292-JW2295","yfcC",99,2410563,2412060,1497,"50M","False","f"
"4517","ECK2293-JW2296","yfcD",99,2412134,2412653,519,"50M","False","r"
"4519","ECK2294-JW5377","yfcE",99,2412734,2413262,528,"50M","False","r"
"4521","ECK2295-JW2298","yfcF",99,2413341,2413962,621,"50M","False","r"
"4523","ECK2296-JW2299","yfcG",99,2414103,2414727,624,"50M","False","f"
